name,circulating_supply,max_supply,symbol,market_cap,percent_change_1h,percent_change_24h,percent_change_7d,percentage_change_1h,percentage_change_24h,percentage_change_7d,price,volume_24h
Bitcoin,18896418,21000000,BTC,898444455125,-0.779429988047198,-6.24858514037801,-16.833519327241,-0.779429988047198,-6.24858514037801,-16.833519327241,47546.0,26487903760
Litecoin,69153171,84000000,LTC,10593815945,-1.01516932588695,-6.8176393936105,-26.5156320141649,-1.01516932588695,-6.8176393936105,-26.5156320141649,153.19,1188164711
Namecoin,15828050,21000000,NMC,20191061,3.03822500112877,1.25346517986461,14.3646481720056,3.03822500112877,1.25346517986461,14.3646481720056,1.3,12606
Terracoin,22935396,42000000,TRC,452255,5.94426071079396,5.27175110851565,-15.3725137868191,5.94426071079396,5.27175110851565,-15.3725137868191,0.01995765,199
Peercoin,27047999,2000000000,PPC,24927928,-0.223309910173221,0.1435497120733,21.3854878802445,-0.223309910173221,0.1435497120733,21.3854878802445,0.921618,9697
Novacoin,0,0,NVC,0,1.17816482801763,-23.4842590598356,-44.0295175087562,1.17816482801763,-23.4842590598356,-44.0295175087562,0.210417,88
Feathercoin,246987318,336000000,FTC,5677323,1.22746433243782,0.975867790962238,23.5637161776098,1.22746433243782,0.975867790962238,23.5637161776098,0.0229863,5567
Mincoin,0,10000000,MNC,0,0.0,0.0,-15.7212419991794,0.0,0.0,-15.7212419991794,0.00834394,5
MainCoin,315226594,380020246,MNC,725696,0.610735770536746,3.41366955374899,26.9367884550778,0.610735770536746,3.41366955374899,26.9367884550778,0.00230214,1691
Freicoin,114195686,100000000,FRC,526730,0.0,0.0,0.0,0.0,0.0,0.0,0.00461252,12
Ixcoin,21204114,21000000,IXC,2093731,0.0,-0.152507752152371,199.030452403814,0.0,-0.152507752152371,199.030452403814,0.098742,58
Bitball,642008999,999999999,BTB,2696187,2.19508843548218,69.1106144271551,73.351161178256,2.19508843548218,69.1106144271551,73.351161178256,0.00422067,39
Bitbar,0,9700,BTB,0,0.0,-67.8914839032762,-4.40741000900303,0.0,-67.8914839032762,-4.40741000900303,1.37,0
Wisdom Chain,0,590000000,WDC,0,0.0,5.51256662114338,0.883901016586608,0.0,5.51256662114338,0.883901016586608,0.0495343,5908
WorldCoin,140311471,265000000,WDC,3463898,0.0,27.7605966361094,53.0372382248429,0.0,27.7605966361094,53.0372382248429,0.02468721,509
Digitalcoin,0,48166000,DGC,0,0.0,-14.3018485736771,-33.8030027868329,0.0,-14.3018485736771,-33.8030027868329,0.00593935,22
Goldcoin,43518104,72245700,GLC,6443670,4.65838908034364,7.51909011236585,15.6195157276934,4.65838908034364,7.51909011236585,15.6195157276934,0.150124,360446
Argentum,15250957,64000000,ARG,0,0.0,0.0,0.0,0.0,0.0,0.0,2.3167e-08,0
Fastcoin,0,0,FST,0,-0.21280993281624,-1.13233307068332,843.176224209785,-0.21280993281624,-1.13233307068332,843.176224209785,0.00803032,394
Phoenixcoin,0,98000000,PXC,0,0.0,-7.0990969414796,29.6126394246291,0.0,-7.0990969414796,29.6126394246291,0.01364321,194
Megacoin,39589453,42000000,MEC,342487,0.0,0.16712604694226,14.4146855080375,0.0,0.16712604694226,14.4146855080375,0.00883226,2
Infinitecoin,90595753019,90600000000,IFC,14801905,3.70575337470429,1.23889485234305,23.7697601274572,3.70575337470429,1.23889485234305,23.7697601274572,0.00016488,37
Primecoin,25381219,0,XPM,3235029,1.92383551222506,7.51905502978568,43.4084283165671,1.92383551222506,7.51905502978568,43.4084283165671,0.127458,3296622
Anoncoin,0,3100000,ANC,0,1.21322093178107,-0.211485959581594,-11.0396760427354,1.21322093178107,-0.211485959581594,-11.0396760427354,0.07679,39
Casinocoin,0,65000000000,CSC,0,1.79517824529518,-1.63044341002527,-0.455736833134359,1.79517824529518,-1.63044341002527,-0.455736833134359,0.00319018,468242
Bullion,1075039,1000000,CBX,299155,0.0,0.0,431.712158659763,0.0,0.0,431.712158659763,0.278274,0
Emerald Crypto,19778859,32000000,EMD,220697,0.0,0.398886887493333,29.0157465316045,0.0,0.398886887493333,29.0157465316045,0.0111582,0
XRP,47247295769,100000000000,XRP,40293394992,-1.1528543851554,-1.83679718336996,-13.8277176796708,-1.1528543851554,-1.83679718336996,-13.8277176796708,0.853373,4375418220
Quark,273463326,300000000,QRK,2519555,-0.262846604343405,0.637064285761212,-0.104832042157206,-0.262846604343405,0.637064285761212,-0.104832042157206,0.00919296,59751
Sexcoin,0,250000000,SXC,0,0.0,-2.74554928108472,0.0,0.0,-2.74554928108472,0.0,0.00439272,2
Tagcoin,0,1000000000,TAG,0,0.0,-3.38957462677506,0.0,0.0,-3.38957462677506,0.0,0.0258208,0
I0Coin,0,0,I0C,0,0.0,-3.2839501945457,0.0,0.0,-3.2839501945457,0.0,0.03929033,0
NXT,998999942,1000000000,NXT,12487469,0.510957745168048,-0.872442654112978,12.0571023633657,0.510957745168048,-0.872442654112978,12.0571023633657,0.01241674,1339005
Unobtanium,0,250000,UNO,0,1.20590845978326,-67.2171214842616,-54.9197433744595,1.20590845978326,-67.2171214842616,-54.9197433744595,38.39,1364
Joulecoin,40820907,45000000,XJO,78687,0.0,0.0,11.1494958576091,0.0,0.0,11.1494958576091,0.00192762,0
Datacoin,39712849,0,DTC,13685,0.0,0.0,15.8457151456605,0.0,0.0,15.8457151456605,0.00034461,8
DAOBet,0,167270820,BET,0,0.0370101688659105,7.4547641911797,67.7278831016375,0.0370101688659105,7.4547641911797,67.7278831016375,0.00201549,192
Global Digital Content,0,4765815835,GDC,0,0.641792942460172,-3.3786098724645,-9.37825742955594,0.641792942460172,-3.3786098724645,-9.37825742955594,0.0046052,7207
Deutsche eMark,79548582,210000000,DEM,291486,1.41909929130574,-2.52947215775944,25.177693611315,1.41909929130574,-2.52947215775944,25.177693611315,0.00371626,50
Dogecoin,132453937679,0,DOGE,22669733754,-1.00396806218807,-5.10576084745313,-18.2993592324741,-1.00396806218807,-5.10576084745313,-18.2993592324741,0.171152,918111462
Netcoin,0,320636160,NET,0,0.0,194.572569589937,217.563631052484,0.0,194.572569589937,217.563631052484,0.00044398,19
Diamond,3616226,4380000,DMD,8095931,1.03801746097492,-0.71879411150233,15.604692066669,1.03801746097492,-0.71879411150233,15.604692066669,2.24,24579
Hobonickels,112110845,120000000,HBN,674655,0.0,1.16547029515923,12.5825682572392,0.0,1.16547029515923,12.5825682572392,0.00601775,1
Orbitcoin,0,3770000,ORB,0,0.0,-3.13489955573027,5.3303157685705,0.0,-3.13489955573027,5.3303157685705,0.198198,10
Omni,618140,618140,OMNI,2485294,0.0,1.17262204328132,12.5209895891638,0.0,1.17262204328132,12.5209895891638,4.02,427
Fedoracoin,570612038731,0,TIPS,7715142,1.09116820842669,7.18663093378099,25.7287609948522,1.09116820842669,7.18663093378099,25.7287609948522,1.352e-05,171460
RonPaulCoin,1138886,2100000,RPC,114367,0.0,-2.56388721264552,8.31418069699622,0.0,-2.56388721264552,8.31418069699622,0.10042,11
Racing Pigeon Chain,0,500000000,RPC,0,0.188580786074404,-6.34225832854878,0.0,0.188580786074404,-6.34225832854878,0.0,0.00370367,3295
Mooncoin,227839932820,384400000000,MOON,2147611,0.462160264376132,-25.9919728155345,3.57850145709621,0.462160264376132,-25.9919728155345,3.57850145709621,9.51e-06,6
Dimecoin,558999686250,539000000000,DIME,1915096,1.02745567239153,-6.44863114097666,49.5259212752937,1.02745567239153,-6.44863114097666,49.5259212752937,3.43e-06,396
42-coin,42,42,42,3523388,1.32074585059707,0.669061966063514,23.95089236282,1.32074585059707,0.669061966063514,23.95089236282,84469.0,3024
Vertcoin,61087049,84000000,VTC,32587595,-0.636038486708645,9.42450546209735,29.1001366164842,-0.636038486708645,9.42450546209735,29.1001366164842,0.533462,88086
DigiByte,14911355831,21000000000,DGB,536045748,-0.594703872781262,-10.3892935094463,-23.927912210507,-0.594703872781262,-10.3892935094463,-23.927912210507,0.03597939,17879904
Smartcoin,29091309,24500000,SMC,186018,0.0,-5.20423950131113,43.1701886565975,0.0,-5.20423950131113,43.1701886565975,0.0063943,0
NobleCoin,2375124318,0,NOBL,715916,0.0,-4.28833332441434,-26.4741424121009,0.0,-4.28833332441434,-26.4741424121009,0.00030142,0
Reddcoin,30383267152,0,RDD,86355432,0.256532602803429,-20.6046707474465,-12.6836187089632,0.256532602803429,-20.6046707474465,-12.6836187089632,0.0028422,192803
Potcoin,226473215,420000000,POT,3406222,0.703140725270759,-5.39364598851774,-22.9288646801946,0.703140725270759,-5.39364598851774,-22.9288646801946,0.01504029,3948
Maxcoin,3937307,99999997,MAX,34140,0.0,-45.4997395049603,75.216169944739,0.0,-45.4997395049603,75.216169944739,0.00867099,99
Dash,10471412,18920000,DASH,1434942574,-0.936670638641635,-6.55880767147169,-23.5712514558872,-0.936670638641635,-6.55880767147169,-23.5712514558872,137.03,297468732
Counterparty,18644768,2649272,XCP,305167682,5.30671618620103,15.0519270595384,80.6621798900612,5.30671618620103,15.0519270595384,80.6621798900612,17.18,553893
Cachecoin,0,10000000,CACH,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00080403,3
Mintcoin,0,0,MINT,0,28.9967351706641,-17.6844620560022,62.4901435610136,28.9967351706641,-17.6844620560022,62.4901435610136,0.00010019,0
DopeCoin,153300298,200000000,DOPE,348771,0.701371317191225,-14.8814948006999,5.0800944405127,0.701371317191225,-14.8814948006999,5.0800944405127,0.00227509,14375
Auroracoin,19391824,21000000,AUR,3980542,0.303429484093995,-5.56318795081245,11.5404032573498,0.303429484093995,-5.56318795081245,11.5404032573498,0.205269,472
Animecoin,0,2500000000,ANI,0,0.0,1.80582501195197,17.4648632286656,0.0,1.80582501195197,17.4648632286656,0.00074707,32
Marscoin,0,0,MARS,0,0.43196692171447,0.669061966063506,23.95089236282,0.43196692171447,0.669061966063506,23.95089236282,0.04338623,240
Pandacoin,34400940007,32000000000,PND,12872580,0.0,-1.84087454342648,5.73611107621015,0.0,-1.84087454342648,5.73611107621015,0.00037419,214
Maza,1896777600,2419200000,MZC,523289,0.0,27.1641856489099,15.7092672080865,0.0,27.1641856489099,15.7092672080865,0.00027588,227
Uniform Fiscal Object,3925872228,4000000000,UFO,2462932,0.0,-3.83893231738405,-3.30511848233175,0.0,-3.83893231738405,-3.30511848233175,0.00062736,4827
BlackCoin,60802007,100000000,BLK,2938711,1.31004458907028,1.49138506235543,16.54158098907,1.31004458907028,1.49138506235543,16.54158098907,0.04876073,934
Litbinex Coin,0,8225636997,LTB,0,0.0,43.6967430454919,2940.94694729639,0.0,43.6967430454919,2940.94694729639,0.00057357,1650
LiteBar,1371144,0,LTB,39561,0.0780589221307543,0.889038433630005,-6.47535249467633,0.0780589221307543,0.889038433630005,-6.47535249467633,0.02885285,0
Photon,40711844596,90000000000,PHO,277688,-4.40958228484228,8.21731300603519,203.319002661467,-4.40958228484228,8.21731300603519,203.319002661467,6.82e-06,38
Zeitcoin,36971275674,99000000000,ZEIT,705284,0.0,-2.63538449674491,-3.03603805808895,0.0,-2.63538449674491,-3.03603805808895,1.908e-05,0
Myriad,1790996000,2000000000,XMY,6631608,8.92826501403728,4.65946752417726,11.1155523668387,8.92826501403728,4.65946752417726,11.1155523668387,0.00401402,21828
DNotes,359709846,500000000,NOTE,30147,0.0,0.0,0.0,0.0,0.0,0.0,8.381e-05,2
Einsteinium,221871275,245465283,EMC2,6241120,-0.0177841458075645,-3.30023636177712,2.87315566689918,-0.0177841458075645,-3.30023636177712,2.87315566689918,0.02802957,54535
Bitcoin Scrypt,19607089,21000000,BTCS,659308,0.0,0.0,0.0,0.0,0.0,0.0,0.033626,1
ECC,0,25000000000,ECC,0,0.445743530348009,142.845007049218,285.899430174453,0.445743530348009,142.845007049218,285.899430174453,0.00038013,1
MonaCoin,82759087,105120000,MONA,128941141,1.12770977821309,-1.78547822464171,4.71768206063819,1.12770977821309,-1.78547822464171,4.71768206063819,1.56,4609277
Rubycoin,27601562,0,RBY,14942313,-1.56670958778218,28.2351370846699,103.849981319528,-1.56670958778218,28.2351370846699,103.849981319528,0.541357,58
Belacoin,0,45948625,BELA,0,0.0,0.0,-2.42546830576779,0.0,0.0,-2.42546830576779,0.00310638,0
Flit Token,0,15000000000,FLT,0,0.0,0.0,0.0,0.0,0.0,0.0,2.69458e-07,0
Fluttercoin,0,0,FLT,0,0.0,0.0,44.1295020712427,0.0,0.0,44.1295020712427,0.00054409,8
888tron,0,100000000,888,0,0.957218407051812,1.27858772680311,6.13159467959411,0.957218407051812,1.27858772680311,6.13159467959411,0.17755,52096
Octocoin,0,0,888,0,0.0,0.0,-12.6127234217183,0.0,0.0,-12.6127234217183,0.00083061,0
Faircoin,0,53393831,FAIR,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0390989,39
Electronic Gulden,20982662,21000000,EFL,3671093,0.0,-3.00202191308276,19.3976816816986,0.0,-3.00202191308276,19.3976816816986,0.174958,21
Gulden,549664001,750000000,NLG,10447884,3.37755635827634,3.39771555452679,21.5566783620477,3.37755635827634,3.39771555452679,21.5566783620477,0.01958347,24058
PlatinCoin,0,600177409,PLC,0,2.15638343408524,6.33789633689966,10.935120489256,2.15638343408524,6.33789633689966,10.935120489256,4.03,98509
Groestlcoin,78059739,105000000,GRS,52279569,0.756660235916036,2.87800801514782,26.5667554651598,0.756660235916036,2.87800801514782,26.5667554651598,0.669761,17610819
PetroDollar,0,0,XPD,0,0.0,0.0,-11.9336123729121,0.0,0.0,-11.9336123729121,0.0088565,32
Whitecoin,0,899197660,XWC,0,1.80057351491863,-2.17702868686579,22.9188035258349,1.80057351491863,-2.17702868686579,22.9188035258349,1.06,19722922
POP Network Token,0,1600000000,POP,0,-0.638121730532372,-2.57698166021163,-23.6049660487634,-0.638121730532372,-2.57698166021163,-23.6049660487634,0.00318284,6905
PopularCoin,4161678826,4999999999,POP,3255,0.0,0.0,0.0,0.0,0.0,0.0,7.82098e-07,0
Bitcoinus,0,159294347,BITS,0,0.0,0.152523347414154,0.0672128334014882,0.0,0.152523347414154,0.0672128334014882,1.0012e-08,297
Bitstar,21145092,54256119,BITS,370289,0.0,0.0,49.1669349868128,0.0,0.0,49.1669349868128,0.01751181,0
Quebecoin,0,0,QBC,0,0.0,0.0,-54.1332840155452,0.0,0.0,-54.1332840155452,0.00229899,0
Bluecoin,0,500000000,BLU,0,0.0,74.6317201871881,32.3730665918282,0.0,74.6317201871881,32.3730665918282,0.00088991,1
MaidSafeCoin,452552412,452552412,MAID,164968427,-1.60727257960011,-4.99898968972633,-26.8977474313815,-1.60727257960011,-4.99898968972633,-26.8977474313815,0.363849,726565
Bitcoin Plus,163719,1000000,XBC,2263743,0.297772715731887,0.229797069525732,23.537498770665,0.297772715731887,0.229797069525732,23.537498770665,13.94,106937
NewYorkCoin,0,100000000000,NYC,0,0.919574593880678,-1.34635570272155,24.9043824469838,0.919574593880678,-1.34635570272155,24.9043824469838,2.349e-05,77
Guncoin,326181678,500000000,GUN,70816,1.38202639056841,-6.09932367243969,42.0426670253196,1.38202639056841,-6.09932367243969,42.0426670253196,0.00021945,1
Pinkcoin,454679891,500000000,PINK,2413187,1.23541228875535,-0.918416851469146,23.8668274132824,1.23541228875535,-0.918416851469146,23.8668274132824,0.00536926,3383
DoDreamChain,0,250000000,DRM,0,-0.0564199176590551,1.81280506097493,9.77968256423511,-0.0564199176590551,1.81280506097493,9.77968256423511,0.014893,1166
Dreamcoin,2660242,0,DRM,51917,0.0,0.935648322764636,2.4915744517155,0.0,0.935648322764636,2.4915744517155,0.01951587,3
CoffeeCoin,35999897,39999898,COF,39765,0.0,-4.13153140808803,78.5620614290761,0.0,-4.13153140808803,78.5620614290761,0.00110458,1
Energycoin,0,110000000,ENRG,0,0.0,37.0253469358891,32.0809231408687,0.0,37.0253469358891,32.0809231408687,0.00104827,53
VeriCoin,33881322,0,VRC,1743877,0.385038440163169,-5.39945702228168,15.320932636814,0.385038440163169,-5.39945702228168,15.320932636814,0.05147,117
TEKcoin,0,0,TEK,0,0.0,1.56931078783437,-44.2836845878424,0.0,1.56931078783437,-44.2836845878424,5.07e-06,1
Monero,18043155,0,XMR,3419945878,-0.526565551718228,-9.91248200192694,-17.9787778264224,-0.526565551718228,-9.91248200192694,-17.9787778264224,189.51,138839736
Litecoin Plus,3066426,4000000,LCP,142889,1.36356038524886,-2.58857418013059,23.0499964795093,1.36356038524886,-2.58857418013059,23.0499964795093,0.04723337,11
Curecoin,25170178,0,CURE,1479737,-0.336211370988245,-1.64413864789945,17.410669970247,-0.336211370988245,-1.64413864789945,17.410669970247,0.058789,100
CryptCoin,5014049,11000000,CRYPT,135654,0.0,-1.5730371050404,24.1779823707471,0.0,-1.5730371050404,24.1779823707471,0.02705473,0
SuperCoin,53247571,50000000,SUPER,136198,-17.4404571967577,-69.093379066418,-64.9854568110182,-17.4404571967577,-69.093379066418,-64.9854568110182,0.00255782,1
Motocoin,0,31032088,MOTO,0,0.0,-6.68282858443601,13.106955392154,0.0,-6.68282858443601,13.106955392154,0.01470783,0
Cloakcoin,5669829,4500000,CLOAK,1762621,1.343360966699,-5.8554151445704,-13.7284560743433,1.343360966699,-5.8554151445704,-13.7284560743433,0.314902,28525
BitSend,31458862,210000000,BSD,92990,-1.08280355746235,-1.9162702856936,47.2118145079033,-1.08280355746235,-1.9162702856936,47.2118145079033,0.00295593,3
Bytecoin,184066827286,184470000000,BCN,69284438,-0.650414481167444,-2.59737464270051,1.63235824282004,-0.650414481167444,-2.59737464270051,1.63235824282004,0.00037641,33533
ArtByte,0,1000000000,ABY,0,0.0,-6.56978540349089,23.794258106798,0.0,-6.56978540349089,23.794258106798,0.00037066,2
NavCoin,71264508,0,NAV,29104694,0.536092503361346,0.791506599790353,30.4684131883089,0.536092503361346,0.791506599790353,30.4684131883089,0.409128,382704
GreenPower,0,3294166501,GRN,0,0.0,-25.2875564312035,-16.4292279751749,0.0,-25.2875564312035,-16.4292279751749,0.01801155,66
Startcoin,82450467,84000000,START,851007,0.0,0.0,11.2738887251441,0.0,0.0,11.2738887251441,0.01032143,0
DigitalNote,6051126938,6999999982,XDN,6938441,0.809284224741029,-0.672971930956326,-6.24411825917799,0.809284224741029,-0.672971930956326,-6.24411825917799,0.00114942,68352
BoolBerry,13207454,18450000,BBR,29834,0.807310188681065,-2.2668056075122,22.268195269259,0.807310188681065,-2.2668056075122,22.268195269259,0.00225888,8
Safe Haven,5600000000,8500000000,SHA,18016231,1.38084923345517,-6.45394455604134,-7.93400661959375,1.38084923345517,-6.45394455604134,-7.93400661959375,0.00321819,2297920
Hempcoin,262815163,277753103,THC,2750470,0.0,0.970517051201,25.891066954688,0.0,0.970517051201,25.891066954688,0.01046542,128
Stealth,38688116,20700000,XST,3191296,0.0,-15.2538981701175,21.5525089296419,0.0,-15.2538981701175,21.5525089296419,0.082488,1447
Harmony Block Capital,24887137,58411450,TRUST,640495,0.0,0.0,22.9908312774047,0.0,0.0,22.9908312774047,0.025736,18
Clams,0,17415984,CLAM,0,0.0,919.175795031187,21.1377239990922,0.0,919.175795031187,21.1377239990922,2.12,5
BitShares,2710195992,3600570502,BTS,151805004,-2.64318246115163,12.0817843566279,4.88963712199335,-2.64318246115163,12.0817843566279,4.88963712199335,0.055626,61176120
Truckcoin,332037207,0,TRK,230762,0.0,0.0,3372.44042643636,0.0,0.0,3372.44042643636,0.00069499,3
Viacoin,23174755,0,VIA,10136141,0.373062537422537,-6.58966267515939,22.3396245901662,0.373062537422537,-6.58966267515939,22.3396245901662,0.437379,106187
I/O Coin,0,22000000,IOC,40269026,-1.09756791307949,-14.5139840432766,39.8550469021734,-1.09756791307949,-14.5139840432766,39.8550469021734,0.085689,8371
Carboncoin,0,0,CARBON,0,0.0,0.0486985004619608,-39.300787684417,0.0,0.0486985004619608,-39.300787684417,7.544e-05,0
CannabisCoin,0,106000000,CANN,0,0.0,0.547383739819357,-4.09509450000198,0.0,0.547383739819357,-4.09509450000198,0.00153343,112
Stellar,24641446543,50001802490,XLM,6868965369,-0.799063103089602,-8.71594792519388,-15.4706946580285,-0.799063103089602,-8.71594792519388,-15.4706946580285,0.278857,569410378
Titcoin,67041095,69000000,TIT,153749,0.0,14.8001999964101,-16.5103680442202,0.0,14.8001999964101,-16.5103680442202,0.00232497,6
HyperStake,0,0,HYP,0,-1.46915910834082,-18.0103084831035,25.8514031740466,-1.46915910834082,-18.0103084831035,25.8514031740466,0.0001576,9
Syscoin,623869841,888000000,SYS,346082586,-2.0454541792687,-4.20623005510436,-33.900933668677,-2.0454541792687,-4.20623005510436,-33.900933668677,0.554776,22495783
Bitmark,0,27580000,MARKS,0,0.205965490902995,-6.06551141915921,-33.4307023918118,0.205965490902995,-6.06551141915921,-33.4307023918118,0.01710576,141
Halcyon,0,0,HAL,0,0.0,-5.86682112046653,4.69080998989793,0.0,-5.86682112046653,4.69080998989793,0.00333597,2
EmerCoin,47842007,1000000000,EMC,2248796,-0.78508456982465,1.91980819178525,-8.32120700359708,-0.78508456982465,1.91980819178525,-8.32120700359708,0.04689945,30871
GameCredits,73061088,200000000,GAME,8186288,1.37355451413823,-10.3239252748046,29.9440130126606,1.37355451413823,-10.3239252748046,29.9440130126606,0.110989,353718
Ubiq,46233214,0,UBQ,9728883,-0.694763773846805,-4.80058016357499,19.3705218371446,-0.694763773846805,-4.80058016357499,19.3705218371446,0.20913,40741
Bunnycoin,0,100000000000,BUN,0,0.0,0.878297231825574,63.6553319130791,0.0,0.878297231825574,63.6553319130791,5.86173e-07,0
Opal,15156365,15000000,OPAL,116978,0.0,0.0,0.164304826144498,0.0,0.0,0.164304826144498,0.00771806,0
Acoin,0,0,ACOIN,0,0.0780589221307499,1.84534220190222,26.6885510695787,0.0780589221307499,1.84534220190222,26.6885510695787,0.01280495,0
bitCNY,41232009,100000000000,BITCNY,6316322,-0.427521704909616,-0.538144296340683,-0.990777783277373,-0.427521704909616,-0.538144296340683,-0.990777783277373,0.155045,1324907
NuBits,0,70527128,USNBT,0,0.0,-9.15980349821663,110.977803619745,0.0,-9.15980349821663,110.977803619745,0.410394,0
Magi,14068011,25000000,XMG,1529824,0.0,0.0,0.0,0.0,0.0,0.0,0.108745,0
ExclusiveCoin,5851627,0,EXCL,637044,0.0,-5.35979164375609,13.5008641916072,0.0,-5.35979164375609,13.5008641916072,0.108866,571
Trollcoin,609878500,900000000,TROLL,1147801,0.0,-2.24072984630261,21.6214287074486,0.0,-2.24072984630261,21.6214287074486,0.00188202,4
GlobalBoost-Y,19718549,21000000,BSTY,706308,0.561702460562768,9.71423086449012,17.6442372872003,0.561702460562768,9.71423086449012,17.6442372872003,0.03625321,8997
DigitalPrice,38954100,100000000,DP,53249,0.0,0.0,0.0,0.0,0.0,0.0,0.00136697,1
Prime-XI,0,18669580,PXI,0,0.0,4.52934556819083,0.0,0.0,4.52934556819083,0.0,0.0004239,0
SwiftCash,183541970,5000000000,SWIFT,205668,0.0,-9.33069637202027,1.20086673073618,0.0,-9.33069637202027,1.20086673073618,0.00112055,34
Bitswift,0,3884634,BITS,0,1.57284982510285,2.18562995577144,26.4490251130017,1.57284982510285,2.18562995577144,26.4490251130017,0.253545,21110
AurumCoin,0,300000,AU,0,0.0,0.0,-8.87922307929202,0.0,0.0,-8.87922307929202,6.07,0
Sativacoin,7100116,10000000,STV,4784,0.0,2.46000575917792,0.0,0.0,2.46000575917792,0.0,0.00067377,0
Verge,16488538038,16555000000,XVG,299296391,-1.48506860194411,-9.57093464715855,-21.6934370720549,-1.48506860194411,-9.57093464715855,-21.6934370720549,0.01812403,9548210
NuShares,0,1000000000,NSR,0,0.0,0.0,24.423908989996,0.0,0.0,24.423908989996,0.00015327,0
MonetaryUnit,228408447,1000000000000000,MUE,1128718,0.0,-1.18562847558757,14.2453800458785,0.0,-1.18562847558757,14.2453800458785,0.00494166,2055
Blocknet,7905241,0,BLOCK,8048508,1.29889975053903,-5.87292228797594,9.56264706539438,1.29889975053903,-5.87292228797594,9.56264706539438,1.03,8273
Gapcoin,16723294,0,GAP,304746,0.0,2.41788925145904,-18.9946119084481,0.0,2.41788925145904,-18.9946119084481,0.01822285,23
Crown,27682330,42000000,CRW,2037394,0.0,-3.51383286509319,17.6996923536366,0.0,-3.51383286509319,17.6996923536366,0.073599,2307
BitBay,0,1029153366,BAY,0,0.0,0.0,0.0,0.0,0.0,0.0,0.596917,7
GCN Coin,149381200000,200000000000,GCN,67696,0.0,-10.9718570166726,9.97565689019746,0.0,-10.9718570166726,9.97565689019746,4.53173e-07,12
Quotient,0,0,XQN,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00038041,0
Bitcoin Fast,0,21000000,BCF,0,0.0,-3.94709731447487,16.7402208509587,0.0,-3.94709731447487,16.7402208509587,0.00445451,47
OKCash,82329188,105000000,OK,2183180,0.839738521293899,-8.53017309464031,8.51431859414259,0.839738521293899,-8.53017309464031,8.51431859414259,0.0266758,538612
Unitus,0,0,UIS,0,0.120538062276296,139.27194258786,98.9409409749684,0.120538062276296,139.27194258786,98.9409409749684,0.00184595,10
GoldPieces,0,0,GP,0,0.0,-3.82889065834364,10.2599527495401,0.0,-3.82889065834364,10.2599527495401,0.01077267,1
Circuits of Value,1786760090,1786760090,COVAL,185312542,1.15432406680424,48.205012802301,305.480787853911,1.15432406680424,48.205012802301,305.480787853911,0.106413,60465670
Nexus,68164966,78000000,NXS,32674856,1.60110129383395,-1.14309918201009,30.7728524825932,1.60110129383395,-1.14309918201009,30.7728524825932,0.47935,217375
IncaKoin,17939725045,17939725045,NKA,19869,0.0,0.0,-33.2385042356269,0.0,0.0,-33.2385042356269,1.11e-06,0
Smileycoin,32961169219,50000000000,SMLY,1262702,0.963492038290652,-8.82512147311366,24.4246763482385,0.963492038290652,-8.82512147311366,24.4246763482385,3.831e-05,203
Machinecoin,26261396,35000000,MAC,34765,0.0,0.0,0.0,0.0,0.0,0.0,0.0013238,2
Kobocoin,25874572,0,KOBO,329093,0.0,0.0,0.0,0.0,0.0,0.0,0.01271999,1
Bean Cash,0,50000000000,BITB,0,0.0,3.81510863041427,25.152141541469,0.0,3.81510863041427,25.152141541469,0.00031871,210
Geocoin,0,4000000,GEO,0,1.03404070227433,-1.78102841566998,18.3073495015159,1.03404070227433,-1.78102841566998,18.3073495015159,0.298151,113
Tether,77353290049,77353290049,USDT,77334168892,-0.122027744602586,-0.160874656951551,0.0063249509218884,-0.122027744602586,-0.160874656951551,0.0063249509218884,1.0,58696564395
Wild Beast Block,0,2628000,WBB,0,0.0,-3.36110963423857,127.285241268057,0.0,-3.36110963423857,127.285241268057,0.056948,0
Gridcoin,420962126,0,GRC,4343731,1.55543666370038,-7.04063119181702,20.7642452088884,1.55543666370038,-7.04063119181702,20.7642452088884,0.01031858,12593
X-Coin,31528009,0,XCO,11883,0.446237115386449,0.242424920636011,-79.7197604711288,0.446237115386449,0.242424920636011,-79.7197604711288,0.00037691,0
LiteDoge,16422580992,50000000000,LDOGE,3541362,0.0,143.591648405826,161.979528162996,0.0,143.591648405826,161.979528162996,0.00021564,7
SongCoin,0,0,SONG,0,0.0,0.0,0.0,0.0,0.0,0.0,0.00017739,0
Woodcoin,0,27600000,LOG,0,1.20670850984899,-2.25173213953033,2.98450812470637,1.20670850984899,-2.25173213953033,2.98450812470637,0.050733,67390
Crave,0,1000000000,CRAVE,0,0.0,-83.4114000794356,248.365394702328,0.0,-83.4114000794356,248.365394702328,0.00113083,6
NEM,8999999999,8999999999,XEM,1195864805,-1.13086415875609,-9.65955337218123,-22.8238520644453,-1.13086415875609,-9.65955337218123,-22.8238520644453,0.132827,30931733
Neutron,49203549,68000000,NTRN,194120,0.0,0.0,25.193281289502,0.0,0.0,25.193281289502,0.00394525,2
